date,PRCP_anom_mean,TAVG_anom_mean,PRCP_anom_std,TAVG_anom_std,N_stations,log_price,log_price_lagt,log_return,log_return_forecast_target
1994-11-08,0.0,-1.0738095238095238,0.0,2.042643919016281,7,7.267302095145297,7.262979170653555,0.004322924491741986,-0.0028588723089271184
1994-11-09,-0.062,1.2000000000000028,0.0,0.0,1,7.26444322283637,7.267302095145297,-0.0028588723089271184,-0.00408929673612235
1994-11-10,-0.039924242424242425,-0.4121212121212132,0.12053379801801015,1.3451371451989345,11,7.260353926100247,7.26444322283637,-0.00408929673612235,0.005376451253431114
1994-11-11,0.0,2.0,0.0,0.0,1,7.2657303773536785,7.260353926100247,0.005376451253431114,-0.01137574313041334
1994-11-14,0.0,0.5999999999999943,0.0,0.0,1,7.254354634223265,7.2657303773536785,-0.01137574313041334,0.03328808206149869
1994-11-15,0.0055,0.6583333333333329,0.017392527130926084,0.8225693711598863,10,7.287642716284764,7.254354634223265,0.03328808206149869,-0.011286886929892326
1994-11-16,0.0,1.7999999999999972,0.0,0.0,1,7.276355829354872,7.287642716284764,-0.011286886929892326,0.001976312541208891
1994-11-17,0.0,2.25,0.0,0.0,1,7.2783321418960805,7.276355829354872,0.001976312541208891,0.0045527413981014675
1994-11-18,-0.017833333333333333,0.225,0.0552326728318316,1.5113000290404872,10,7.282884883294182,7.2783321418960805,0.0045527413981014675,0.008648702558532229
1994-11-21,-0.07948717948717948,0.8141025641025638,0.28409569382140104,1.951125579157073,13,7.291533585852714,7.282884883294182,0.008648702558532229,-0.0026468757778657093
1994-11-22,0.0,-0.5,0.0,0.5,3,7.2888867100748485,7.291533585852714,-0.0026468757778657093,-0.0014697189330616922
1994-11-23,0.0,-0.3000000000000007,0.0,1.50332963783729,4,7.287416991141787,7.2888867100748485,-0.0014697189330616922,-0.009657992329644038
1994-11-24,0.0,0.11111111111110954,0.0,0.19245008972987251,3,7.277758998812143,7.287416991141787,-0.009657992329644038,-6.907341468576078e-06
1994-11-25,0.0,-0.5999999999999943,0.0,0.0,1,7.277752091470674,7.277758998812143,-6.907341468576078e-06,-0.01687115983872456
1994-11-28,0.0,-3.400000000000001,0.0,3.6510272527057364,3,7.26088093163195,7.277752091470674,-0.01687115983872456,-0.05568386156962557
